Block,Row,Col,X_ft,Y_ft,Entry,Plot_ID,Latitude,Longitude,GPS_Latitude,GPS_Longitude
B1,0.0,0.0,12.92,14.0,AG34XF6,P024,40.06553846153846,-88.20637517002082,,
B1,0.0,1.0,19.76,14.0,LG3216,P025,40.06553846153846,-88.20635143650242,,
B1,0.0,2.0,26.59,14.0,AG35XF5,P026,40.06553846153846,-88.20632773768216,40.115164,6.3e-05
B1,0.0,3.0,33.43,14.0,LG3216,P027,40.06553846153846,-88.20630400416377,,
B1,0.0,4.0,40.27,14.0,AG36XF4,P028,40.06553846153846,-88.20628027064538,,
B1,1.0,0.0,12.92,24.0,LG3216,P029,40.06556593406594,-88.20637517002082,,
B1,1.0,1.0,19.76,24.0,AG29XF5,P030,40.06556593406594,-88.20635143650242,,
B1,1.0,2.0,26.59,24.0,LG3216,P031,40.06556593406594,-88.20632773768216,,
B1,1.0,3.0,33.43,24.0,AG29XF4,P032,40.06556593406594,-88.20630400416377,40.115208,0.0001
B1,1.0,4.0,40.27,24.0,LG3216,P033,40.06556593406594,-88.20628027064538,,
B1,2.0,0.0,12.92,34.0,AG40XFF5,P034,40.06559340659341,-88.20637517002082,,
B1,2.0,1.0,19.76,34.0,LG3216,P035,40.06559340659341,-88.20635143650242,40.115228,4e-05
B1,2.0,2.0,26.59,34.0,AG38XF6,P036,40.06559340659341,-88.20632773768216,,
B1,2.0,3.0,33.43,34.0,LG3216,P037,40.06559340659341,-88.20630400416377,,
B1,2.0,4.0,40.27,34.0,AG36XF4,P038,40.06559340659341,-88.20628027064538,,
B1,3.0,0.0,12.92,44.0,LG3216,P039,40.06562087912088,-88.20637517002082,,
B1,3.0,1.0,19.76,44.0,AG38XF6,P040,40.06562087912088,-88.20635143650242,,
B1,3.0,2.0,26.59,44.0,LG3216,P041,40.06562087912088,-88.20632773768216,,
B1,3.0,3.0,33.43,44.0,AG29XF5,P042,40.06562087912088,-88.20630400416377,40.115032,0.00021
B1,3.0,4.0,40.27,44.0,LG3216,P043,40.06562087912088,-88.20628027064538,,
B1,4.0,0.0,12.92,54.0,AG29XF4,P044,40.06564835164835,-88.20637517002082,,
B1,4.0,1.0,19.76,54.0,LG3216,P045,40.06564835164835,-88.20635143650242,,
B1,4.0,2.0,26.59,54.0,AG34XF6,P046,40.06564835164835,-88.20632773768216,,
B1,4.0,3.0,33.43,54.0,LG3216,P047,40.06564835164835,-88.20630400416377,,
B1,4.0,4.0,40.27,54.0,AG40XFF5,P048,40.06564835164835,-88.20628027064538,,
B1,5.0,0.0,12.92,64.0,LG3216,P049,40.06567582417583,-88.20637517002082,40.115055,0.000265
B1,5.0,1.0,19.76,64.0,AG35XF5,P050,40.06567582417583,-88.20635143650242,,
B1,5.0,2.0,26.59,64.0,LG3216,P051,40.06567582417583,-88.20632773768216,40.115087,0.000199
B1,5.0,3.0,33.43,64.0,AG36XF4,P052,40.06567582417583,-88.20630400416377,,
B1,5.0,4.0,40.27,64.0,LG3216,P053,40.06567582417583,-88.20628027064538,,
B1,6.0,0.0,12.92,74.0,AG35XF5,P054,40.0657032967033,-88.20637517002082,,
B1,6.0,1.0,19.76,74.0,LG3216,P055,40.0657032967033,-88.20635143650242,,
B1,6.0,2.0,26.59,74.0,AG34XF6,P056,40.0657032967033,-88.20632773768216,,
B1,6.0,3.0,33.43,74.0,LG3216,P057,40.0657032967033,-88.20630400416377,,
B1,6.0,4.0,40.27,74.0,AG29XF5,P058,40.0657032967033,-88.20628027064538,,
B1,7.0,0.0,12.92,84.0,LG3216,P059,40.06573076923077,-88.20637517002082,,
B1,7.0,1.0,19.76,84.0,AG40XFF5,P060,40.06573076923077,-88.20635143650242,40.115137,0.000165
B1,7.0,2.0,26.59,84.0,LG3216,P061,40.06573076923077,-88.20632773768216,,
B1,7.0,3.0,33.43,84.0,AG38XF6,P062,40.06573076923077,-88.20630400416377,,
B1,7.0,4.0,40.27,84.0,LG3216,P063,40.06573076923077,-88.20628027064538,,
B2,0.0,0.0,48.36,14.0,LD20-4542,P064,40.06553846153846,-88.2062521998612,,
B2,0.0,1.0,55.19,14.0,AG29XF5,P065,40.06553846153846,-88.20622850104094,,
B2,0.0,2.0,62.03,14.0,LD11-2170,P066,40.06553846153846,-88.20620476752255,40.11517,0.000199
B2,0.0,3.0,68.87,14.0,AG29XF4,P067,40.06553846153846,-88.20618103400416,,
B2,0.0,4.0,75.71,14.0,LD20-4471,P068,40.06553846153846,-88.20615730048577,,
B2,1.0,0.0,48.36,24.0,AG29XF4,P069,40.06556593406594,-88.2062521998612,,
B2,1.0,1.0,55.19,24.0,LD20-5413,P070,40.06556593406594,-88.20622850104094,,
B2,1.0,2.0,62.03,24.0,AG29XF5,P071,40.06556593406594,-88.20620476752255,,
B2,1.0,3.0,68.87,24.0,LD22-4283,P072,40.06556593406594,-88.20618103400416,,
B2,1.0,4.0,75.71,24.0,AG29XF5,P073,40.06556593406594,-88.20615730048577,40.115206,0.000232
B2,2.0,0.0,48.36,34.0,LD20-5738,P074,40.06559340659341,-88.2062521998612,,
B2,2.0,1.0,55.19,34.0,AG29XF4,P075,40.06559340659341,-88.20622850104094,40.115223,0.000163
B2,2.0,2.0,62.03,34.0,LD21-5253,P076,40.06559340659341,-88.20620476752255,,
B2,2.0,3.0,68.87,34.0,AG29XF4,P077,40.06559340659341,-88.20618103400416,,
B2,2.0,4.0,75.71,34.0,LD20-4988,P078,40.06559340659341,-88.20615730048577,,
B2,3.0,0.0,48.36,44.0,AG29XF5,P079,40.06562087912088,-88.2062521998612,,
B2,3.0,1.0,55.19,44.0,LD21-7234,P080,40.06562087912088,-88.20622850104094,,
B2,3.0,2.0,62.03,44.0,AG29XF4,P081,40.06562087912088,-88.20620476752255,,
B2,3.0,3.0,68.87,44.0,LD20-4471,P082,40.06562087912088,-88.20618103400416,40.115033,0.000337
B2,3.0,4.0,75.71,44.0,AG29XF5,P083,40.06562087912088,-88.20615730048577,,
B2,4.0,0.0,48.36,54.0,LD11-2170,P084,40.06564835164835,-88.2062521998612,,
B2,4.0,1.0,55.19,54.0,AG29XF5,P085,40.06564835164835,-88.20622850104094,,
B2,4.0,2.0,62.03,54.0,LD20-5738,P086,40.06564835164835,-88.20620476752255,,
B2,4.0,3.0,68.87,54.0,AG29XF4,P087,40.06564835164835,-88.20618103400416,,
B2,4.0,4.0,75.71,54.0,LD20-4542,P088,40.06564835164835,-88.20615730048577,,
B2,5.0,0.0,48.36,64.0,AG29XF4,P089,40.06567582417583,-88.2062521998612,,
B2,5.0,1.0,55.19,64.0,LD20-4988,P090,40.06567582417583,-88.20622850104094,,
B2,5.0,2.0,62.03,64.0,AG29XF5,P091,40.06567582417583,-88.20620476752255,,
B2,5.0,3.0,68.87,64.0,LD22-4283,P092,40.06567582417583,-88.20618103400416,,
B2,5.0,4.0,75.71,64.0,AG29XF4,P093,40.06567582417583,-88.20615730048577,40.115105,0.000356
B2,6.0,0.0,48.36,74.0,LD20-5413,P094,40.0657032967033,-88.2062521998612,,
B2,6.0,1.0,55.19,74.0,AG29XF5,P095,40.0657032967033,-88.20622850104094,40.11512,0.000285
B2,6.0,2.0,62.03,74.0,LD21-5253,P096,40.0657032967033,-88.20620476752255,,
B2,6.0,3.0,68.87,74.0,AG29XF5,P097,40.0657032967033,-88.20618103400416,,
B2,6.0,4.0,75.71,74.0,LD21-7234,P098,40.0657032967033,-88.20615730048577,,
B2,7.0,0.0,48.36,84.0,AG29XF4,P099,40.06573076923077,-88.2062521998612,,
B2,7.0,1.0,55.19,84.0,LD20-5738,P100,40.06573076923077,-88.20622850104094,,
B2,7.0,2.0,62.03,84.0,AG29XF5,P101,40.06573076923077,-88.20620476752255,,
B2,7.0,3.0,68.87,84.0,LD20-4471,P102,40.06573076923077,-88.20618103400416,,
B2,7.0,4.0,75.71,84.0,AG29XF4,P103,40.06573076923077,-88.20615730048577,,
B3,0.0,0.0,83.79,14.0,LD21-5944,P104,40.06553846153846,-88.20612926439972,,
B3,0.0,1.0,90.63,14.0,LG3216,P105,40.06553846153846,-88.20610553088133,,
B3,0.0,2.0,97.47,14.0,LD11-2170,P106,40.06553846153846,-88.20608179736294,,
B3,0.0,3.0,104.31,14.0,LG3216,P107,40.06553846153846,-88.20605806384455,,
B3,0.0,4.0,111.14,14.0,LD20-11748,P108,40.06553846153846,-88.20603436502428,40.115176,0.000351
B3,1.0,0.0,83.79,24.0,LG3216,P109,40.06556593406594,-88.20612926439972,,
B3,1.0,1.0,90.63,24.0,LD22-4283,P110,40.06556593406594,-88.20610553088133,40.115191,0.000293
B3,1.0,2.0,97.47,24.0,LG3216,P111,40.06556593406594,-88.20608179736294,,
B3,1.0,3.0,104.31,24.0,LD17-10473F,P112,40.06556593406594,-88.20605806384455,,
B3,1.0,4.0,111.14,24.0,LG3216,P113,40.06556593406594,-88.20603436502428,,
B3,2.0,0.0,83.79,34.0,LD20-4542,P114,40.06559340659341,-88.20612926439972,,
B3,2.0,1.0,90.63,34.0,LG3216,P115,40.06559340659341,-88.20610553088133,,
B3,2.0,2.0,97.47,34.0,LD21-3090,P116,40.06559340659341,-88.20608179736294,,
B3,2.0,3.0,104.31,34.0,LG3216,P117,40.06559340659341,-88.20605806384455,,
B3,2.0,4.0,111.14,34.0,LD00-2817P,P118,40.06559340659341,-88.20603436502428,,
B3,3.0,0.0,83.79,44.0,LG3216,P119,40.06562087912088,-88.20612926439972,,
B3,3.0,1.0,90.63,44.0,LD21-5253,P120,40.06562087912088,-88.20610553088133,40.115027,0.000409
B3,3.0,2.0,97.47,44.0,LG3216,P121,40.06562087912088,-88.20608179736294,,
B3,3.0,3.0,104.31,44.0,LD07-3395bf,P122,40.06562087912088,-88.20605806384455,,
B3,3.0,4.0,111.14,44.0,LG3216,P123,40.06562087912088,-88.20603436502428,40.115031,0.000473
B3,4.0,0.0,83.79,54.0,LD20-5738,P124,40.06564835164835,-88.20612926439972,,
B3,4.0,1.0,90.63,54.0,LG3216,P125,40.06564835164835,-88.20610553088133,40.115069,0.0004
B3,4.0,2.0,97.47,54.0,LD20-4471,P126,40.06564835164835,-88.20608179736294,,
B3,4.0,3.0,104.31,54.0,LG3216,P127,40.06564835164835,-88.20605806384455,,
B3,4.0,4.0,111.14,54.0,LD20-4988,P128,40.06564835164835,-88.20603436502428,40.115075,0.000484
B3,5.0,0.0,83.79,64.0,LG3216,P129,40.06567582417583,-88.20612926439972,,
B3,5.0,1.0,90.63,64.0,LD21-7234,P130,40.06567582417583,-88.20610553088133,,
B3,5.0,2.0,97.47,64.0,LG3216,P131,40.06567582417583,-88.20608179736294,,
B3,5.0,3.0,104.31,64.0,LD21-5665,P132,40.06567582417583,-88.20605806384455,,
B3,5.0,4.0,111.14,64.0,LG3216,P133,40.06567582417583,-88.20603436502428,,
B3,6.0,0.0,83.79,74.0,LD19-10244,P134,40.0657032967033,-88.20612926439972,,
B3,6.0,1.0,90.63,74.0,LG3216,P135,40.0657032967033,-88.20610553088133,,
B3,6.0,2.0,97.47,74.0,LD19-10076,P136,40.0657032967033,-88.20608179736294,,
B3,6.0,3.0,104.31,74.0,LG3216,P137,40.0657032967033,-88.20605806384455,40.115118,0.00045
B3,6.0,4.0,111.14,74.0,LD21-5991,P138,40.0657032967033,-88.20603436502428,,
B3,7.0,0.0,83.79,84.0,LG3216,P139,40.06573076923077,-88.20612926439972,40.115118,0.000504
B3,7.0,1.0,90.63,84.0,LD17-10473L,P140,40.06573076923077,-88.20610553088133,,
B3,7.0,2.0,97.47,84.0,LG3216,P141,40.06573076923077,-88.20608179736294,,
B3,7.0,3.0,104.31,84.0,LD20-5413,P142,40.06573076923077,-88.20605806384455,,
B3,7.0,4.0,111.14,84.0,LG3216,P143,40.06573076923077,-88.20603436502428,,
B4,0.0,0.0,119.23,14.0,AG34XF6,P144,40.06553846153846,-88.20600629424011,,
B4,0.0,1.0,126.07,14.0,LD17-10473F,P145,40.06553846153846,-88.20598256072172,40.115164,0.000409
B4,0.0,2.0,132.91,14.0,AG35XF5,P146,40.06553846153846,-88.20595882720333,,
B4,0.0,3.0,139.74,14.0,LD21-3090,P147,40.06553846153846,-88.20593512838306,,
B4,0.0,4.0,146.58,14.0,AG40XFF5,P148,40.06553846153846,-88.20591139486467,,
B4,1.0,0.0,119.23,24.0,LD21-7234,P149,40.06556593406594,-88.20600629424011,40.115177,0.0005
B4,1.0,1.0,126.07,24.0,AG36XF4,P150,40.06556593406594,-88.20598256072172,40.115208,0.000408
B4,1.0,2.0,132.91,24.0,LD21-5665,P151,40.06556593406594,-88.20595882720333,,
B4,1.0,3.0,139.74,24.0,AG38XF6,P152,40.06556593406594,-88.20593512838306,,
B4,1.0,4.0,146.58,24.0,LD21-5253,P153,40.06556593406594,-88.20591139486467,40.115216,0.000474
B4,2.0,0.0,119.23,34.0,AG34XF6,P154,40.06559340659341,-88.20600629424011,,
B4,2.0,1.0,126.07,34.0,LD07-3395bf,P155,40.06559340659341,-88.20598256072172,,
B4,2.0,2.0,132.91,34.0,AG38XF6,P156,40.06559340659341,-88.20595882720333,,
B4,2.0,3.0,139.74,34.0,LD20-11748,P157,40.06559340659341,-88.20593512838306,,
B4,2.0,4.0,146.58,34.0,AG35XF5,P158,40.06559340659341,-88.20591139486467,,
B4,3.0,0.0,119.23,44.0,LD21-5944,P159,40.06562087912088,-88.20600629424011,40.115244,0.000516
B4,3.0,1.0,126.07,44.0,AG36XF4,P160,40.06562087912088,-88.20598256072172,,
B4,3.0,2.0,132.91,44.0,LD17-10473F,P161,40.06562087912088,-88.20595882720333,,
B4,3.0,3.0,139.74,44.0,AG40XFF5,P162,40.06562087912088,-88.20593512838306,,
B4,3.0,4.0,146.58,44.0,LD21-5944,P163,40.06562087912088,-88.20591139486467,40.115261,0.000114
B4,4.0,0.0,119.23,54.0,AG40XFF5,P164,40.06564835164835,-88.20600629424011,,
B4,4.0,1.0,126.07,54.0,LD21-5665,P165,40.06564835164835,-88.20598256072172,40.11528,1.5e-05
B4,4.0,2.0,132.91,54.0,AG36XF4,P166,40.06564835164835,-88.20595882720333,,
B4,4.0,3.0,139.74,54.0,LD21-7234,P167,40.06564835164835,-88.20593512838306,,
B4,4.0,4.0,146.58,54.0,AG35XF5,P168,40.06564835164835,-88.20591139486467,,
B4,5.0,0.0,119.23,64.0,LD21-3090,P169,40.06567582417583,-88.20600629424011,,
B4,5.0,1.0,126.07,64.0,AG34XF6,P170,40.06567582417583,-88.20598256072172,,
B4,5.0,2.0,132.91,64.0,LD07-3395bf,P171,40.06567582417583,-88.20595882720333,,
B4,5.0,3.0,139.74,64.0,AG38XF6,P172,40.06567582417583,-88.20593512838306,,
B4,5.0,4.0,146.58,64.0,LD20-11748,P173,40.06567582417583,-88.20591139486467,,
B4,6.0,0.0,119.23,74.0,AG38XF6,P174,40.0657032967033,-88.20600629424011,,
B4,6.0,1.0,126.07,74.0,LD21-5253,P175,40.0657032967033,-88.20598256072172,,
B4,6.0,2.0,132.91,74.0,AG34XF6,P176,40.0657032967033,-88.20595882720333,,
B4,6.0,3.0,139.74,74.0,LD21-5253,P177,40.0657032967033,-88.20593512838306,40.115348,8.9e-05
B4,6.0,4.0,146.58,74.0,AG40XFF5,P178,40.0657032967033,-88.20591139486467,,
B4,7.0,0.0,119.23,84.0,LD20-11748,P179,40.06573076923077,-88.20600629424011,,
B4,7.0,1.0,126.07,84.0,AG35XF5,P180,40.06573076923077,-88.20598256072172,40.115358,2.6e-05
B4,7.0,2.0,132.91,84.0,LD21-7234,P181,40.06573076923077,-88.20595882720333,,
B4,7.0,3.0,139.74,84.0,AG36XF4,P182,40.06573076923077,-88.20593512838306,,
B4,7.0,4.0,146.58,84.0,LD21-3090,P183,40.06573076923077,-88.20591139486467,,
B5,0.0,0.0,12.92,94.0,AG36XF4,P184,40.06575824175824,-88.20637517002082,,
B5,0.0,1.0,19.76,94.0,LD21-5665,P185,40.06575824175824,-88.20635143650242,40.115409,4e-05
B5,0.0,2.0,26.59,94.0,AG38XF6,P186,40.06575824175824,-88.20632773768216,,
B5,0.0,3.0,33.43,94.0,LD07-3395bf,P187,40.06575824175824,-88.20630400416377,,
B5,0.0,4.0,40.27,94.0,AG35XF5,P188,40.06575824175824,-88.20628027064538,,
B5,1.0,0.0,12.92,104.0,LD21-7234,P189,40.06578571428572,-88.20637517002082,,
B5,1.0,1.0,19.76,104.0,AG34XF6,P190,40.06578571428572,-88.20635143650242,,
B5,1.0,2.0,26.59,104.0,LD20-11748,P191,40.06578571428572,-88.20632773768216,,
B5,1.0,3.0,33.43,104.0,AG40XFF5,P192,40.06578571428572,-88.20630400416377,,
B5,1.0,4.0,40.27,104.0,LD21-5253,P193,40.06578571428572,-88.20628027064538,,
B5,2.0,0.0,12.92,114.0,AG35XF5,P194,40.06581318681319,-88.20637517002082,,
B5,2.0,1.0,19.76,114.0,LD21-5944,P195,40.06581318681319,-88.20635143650242,,
B5,2.0,2.0,26.59,114.0,AG36XF4,P196,40.06581318681319,-88.20632773768216,,
B5,2.0,3.0,33.43,114.0,LD21-3090,P197,40.06581318681319,-88.20630400416377,,
B5,2.0,4.0,40.27,114.0,AG38XF6,P198,40.06581318681319,-88.20628027064538,,
B5,3.0,0.0,12.92,124.0,LD17-10473F,P199,40.06584065934066,-88.20637517002082,,
B5,3.0,1.0,19.76,124.0,AG40XFF5,P200,40.06584065934066,-88.20635143650242,,
B5,3.0,2.0,26.59,124.0,LD21-5665,P201,40.06584065934066,-88.20632773768216,,
B5,3.0,3.0,33.43,124.0,AG34XF6,P202,40.06584065934066,-88.20630400416377,40.115254,0.000222
B5,3.0,4.0,40.27,124.0,LD21-5253,P203,40.06584065934066,-88.20628027064538,,
B5,4.0,0.0,12.92,134.0,AG35XF5,P204,40.06586813186813,-88.20637517002082,40.115266,0.000273
B5,4.0,1.0,19.76,134.0,LD20-11748,P205,40.06586813186813,-88.20635143650242,40.115287,0.000167
B5,4.0,2.0,26.59,134.0,AG36XF4,P206,40.06586813186813,-88.20632773768216,,
B5,4.0,3.0,33.43,134.0,LD07-3395bf,P207,40.06586813186813,-88.20630400416377,,
B5,4.0,4.0,40.27,134.0,AG40XFF5,P208,40.06586813186813,-88.20628027064538,,
B5,5.0,0.0,12.92,144.0,LD21-5944,P209,40.06589560439561,-88.20637517002082,,
B5,5.0,1.0,19.76,144.0,AG38XF6,P210,40.06589560439561,-88.20635143650242,,
B5,5.0,2.0,26.59,144.0,LD17-10473F,P211,40.06589560439561,-88.20632773768216,,
B5,5.0,3.0,33.43,144.0,AG34XF6,P212,40.06589560439561,-88.20630400416377,,
B5,5.0,4.0,40.27,144.0,LD21-3090,P213,40.06589560439561,-88.20628027064538,40.11532,0.000239
B5,6.0,0.0,12.92,154.0,AG34XF6,P214,40.06592307692308,-88.20637517002082,,
B5,6.0,1.0,19.76,154.0,LD21-7234,P215,40.06592307692308,-88.20635143650242,40.115352,0.000166
B5,6.0,2.0,26.59,154.0,AG36XF4,P216,40.06592307692308,-88.20632773768216,,
B5,6.0,3.0,33.43,154.0,LD21-3090,P217,40.06592307692308,-88.20630400416377,,
B5,6.0,4.0,40.27,154.0,AG35XF5,P218,40.06592307692308,-88.20628027064538,,
B5,7.0,0.0,12.92,164.0,LD17-10473F,P219,40.06595054945055,-88.20637517002082,,
B5,7.0,1.0,19.76,164.0,AG40XFF5,P220,40.06595054945055,-88.20635143650242,,
B5,7.0,2.0,26.59,164.0,LD21-7234,P221,40.06595054945055,-88.20632773768216,,
B5,7.0,3.0,33.43,164.0,AG38XF6,P222,40.06595054945055,-88.20630400416377,,
B5,7.0,4.0,40.27,164.0,LD21-5665,P223,40.06595054945055,-88.20628027064538,,
B6,0.0,0.0,48.36,94.0,AG36XF4,P224,40.06575824175824,-88.2062521998612,,
B6,0.0,1.0,55.19,94.0,LG3216,P225,40.06575824175824,-88.20622850104094,,
B6,0.0,2.0,62.03,94.0,AG29XF4,P226,40.06575824175824,-88.20620476752255,,
B6,0.0,3.0,68.87,94.0,LG3216,P227,40.06575824175824,-88.20618103400416,,
B6,0.0,4.0,75.71,94.0,AG40XFF5,P228,40.06575824175824,-88.20615730048577,40.115383,0.000249
B6,1.0,0.0,48.36,104.0,LG3216,P229,40.06578571428572,-88.2062521998612,,
B6,1.0,1.0,55.19,104.0,AG38XF6,P230,40.06578571428572,-88.20622850104094,,
B6,1.0,2.0,62.03,104.0,LG3216,P231,40.06578571428572,-88.20620476752255,,
B6,1.0,3.0,68.87,104.0,AG29XF5,P232,40.06578571428572,-88.20618103400416,,
B6,1.0,4.0,75.71,104.0,LG3216,P233,40.06578571428572,-88.20615730048577,,
B6,2.0,0.0,48.36,114.0,AG34XF6,P234,40.06581318681319,-88.2062521998612,40.115436,0.000263
B6,2.0,1.0,55.19,114.0,LG3216,P235,40.06581318681319,-88.20622850104094,40.115438,0.00016
B6,2.0,2.0,62.03,114.0,AG35XF5,P236,40.06581318681319,-88.20620476752255,,
B6,2.0,3.0,68.87,114.0,LG3216,P237,40.06581318681319,-88.20618103400416,,
B6,2.0,4.0,75.71,114.0,AG40XFF5,P238,40.06581318681319,-88.20615730048577,,
B6,3.0,0.0,48.36,124.0,LG3216,P239,40.06584065934066,-88.2062521998612,,
B6,3.0,1.0,55.19,124.0,AG35XF5,P240,40.06584065934066,-88.20622850104094,,
B6,3.0,2.0,62.03,124.0,LG3216,P241,40.06584065934066,-88.20620476752255,,
B6,3.0,3.0,68.87,124.0,AG36XF4,P242,40.06584065934066,-88.20618103400416,,
B6,3.0,4.0,75.71,124.0,LG3216,P243,40.06584065934066,-88.20615730048577,,
B6,4.0,0.0,48.36,134.0,AG29XF4,P244,40.06586813186813,-88.2062521998612,,
B6,4.0,1.0,55.19,134.0,LG3216,P245,40.06586813186813,-88.20622850104094,,
B6,4.0,2.0,62.03,134.0,AG29XF5,P246,40.06586813186813,-88.20620476752255,40.115287,0.000324
B6,4.0,3.0,68.87,134.0,LG3216,P247,40.06586813186813,-88.20618103400416,,
B6,4.0,4.0,75.71,134.0,AG38XF6,P248,40.06586813186813,-88.20615730048577,,
B6,5.0,0.0,48.36,144.0,LG3216,P249,40.06589560439561,-88.2062521998612,,
B6,5.0,1.0,55.19,144.0,AG34XF6,P250,40.06589560439561,-88.20622850104094,,
B6,5.0,2.0,62.03,144.0,LG3216,P251,40.06589560439561,-88.20620476752255,,
B6,5.0,3.0,68.87,144.0,AG29XF5,P252,40.06589560439561,-88.20618103400416,,
B6,5.0,4.0,75.71,144.0,LG3216,P253,40.06589560439561,-88.20615730048577,,
B6,6.0,0.0,48.36,154.0,AG35XF5,P254,40.06592307692308,-88.2062521998612,40.115322,0.000383
B6,6.0,1.0,55.19,154.0,LG3216,P255,40.06592307692308,-88.20622850104094,,
B6,6.0,2.0,62.03,154.0,AG36XF4,P256,40.06592307692308,-88.20620476752255,,
B6,6.0,3.0,68.87,154.0,LG3216,P257,40.06592307692308,-88.20618103400416,40.115344,0.000334
B6,6.0,4.0,75.71,154.0,AG34XF6,P258,40.06592307692308,-88.20615730048577,,
B6,7.0,0.0,48.36,164.0,LG3216,P259,40.06595054945055,-88.2062521998612,,
B6,7.0,1.0,55.19,164.0,AG38XF6,P260,40.06595054945055,-88.20622850104094,,
B6,7.0,2.0,62.03,164.0,LG3216,P261,40.06595054945055,-88.20620476752255,,
B6,7.0,3.0,68.87,164.0,AG40XFF5,P262,40.06595054945055,-88.20618103400416,,
B6,7.0,4.0,75.71,164.0,LG3216,P263,40.06595054945055,-88.20615730048577,,
B7,0.0,0.0,83.79,94.0,LD20-4471,P264,40.06575824175824,-88.20612926439972,,
B7,0.0,1.0,90.63,94.0,AG29XF5,P265,40.06575824175824,-88.20610553088133,,
